id,script
10," Dass ich in meinem Wahlwerbespot schon mal den Kanzleramts-Eid spreche, ist großartig. Dass manche in meiner Partei mich Eisprinzessin nennen, kann ich nicht nachvollziehen, ich bin super nett. Von Angela Merkel habe ich gelernt, sicher nichts. Mein größter Fehler war? Da müsste ich sogar drüber nachdenken. Was war denn mein größter Fehler? Also die kommen vielleicht noch drauf. Ich komme vielleicht später noch drauf. Nächster Halbsatz, dass ich Feministin bin. Ach, dass ich Feministin bin, ich würde mich nicht so bezeichnen. Wenn mich Robert Habeck an den Küchentisch einladen würde? Das wäre ganz amüsant. Dass mich Donald Trump bald im Weißen Haus empfängt? Das wäre ebenfalls interessant. Das wäre ziemlichpero, dass ich hier alles in der Küche Unsinn Clayton medo bin. Also das wäre günstens das Glückwunsch. Das wäre nichts passiert ist. Ich bin selber zu mir, das buchgefärbt ist. Als Milan bis in der Küche aussch slammed mir mitmachen muss,"
11," Wir brauchen eine Festung Europa, die geschützt werden muss. Wir brauchen Flotteneinsätze, um diese Schiffe mit den Schleusern und mit den Kriminellen auch zur Rückkehr zu zwingen. Und als Folge, und das als letztes, des Terrorangriffs der Hamas auf Israel droht ein weiterer Flüchtlingsstrom aus dem Gaza und aus dem Nahen Osten. Hier fordern wir als AfD-Fraktion von dem Kanzleramt eine klare Ansage, dass Deutschland keine Migranten aus Gaza und aus dem Nahen Osten mehr aufnehmen wird."
12," Ich kann Ihnen sagen, und damit möchte ich auch das neue Jahr 2025 einläuten, dass wir als Alternative für Deutschland angetreten sind, zur Freiheit in diesem Land zurückzukehren, dass jeder frei seine Meinung äußern darf."
13," So, jetzt aber Ruhe. Also, wenn ich keine öffentliche Person wäre, dann würde ich auch total gerne mal wieder spontan tanzen gehen, Ausgang gehen, laut Musik hören, dumme Sachen machen, auch dumme Sachen machen. Ich würde total gerne, wenn ich keine öffentliche Person wäre, würde ich total gerne spontan auch mal wieder in einen Club gehen, rumspringen, mich dumm benehmen, ohne dass ich gleich denken muss, dass Videos gemacht werden wie jetzt, muss ich mich hinsetzen. Dann würde ich auf jeden Fall, wenn ich keine öffentliche Person wäre und nicht den Job hätte, den ich hätte, würde ich auf jeden Fall mal Wochenende nicht auf solchen Parteitagen verbringen. So, so fängt es erst mal an. Dann würde ich auch total gerne mal wieder spontan tanzen gehen, Ausgang gehen, laut Musik hören, dumme Sachen machen, auch dumme Sachen machen, ohne irgendwie Angst zu haben oder Bedenken zu haben. Angst habe ich ja sowieso nicht, Bedenken zu haben, dass es dann in der nächsten Bild-Zeitung ist. Also, ich bin ein extrem freiheitsliebender Mensch und ich kann euch allen nur sagen, wenn ihr da die Möglichkeiten habt, genießt euer Leben und eure Freiheit und holt das Maximale raus. Mein Lieblingsessen, also eines, es gibt nicht das Lieblingsessen, also ich koche gerne indisch und thailändisch, esse mega gerne thailändisch. Da gibt es zum Beispiel den Papayasalat, den ich gerne esse, dann gibt es den Rindfleischsalat, das Labgai, so nennt sich das. Und ja, also ich esse auch super gerne mal einen Spaghetti-Teller mit einer gut gemachten Tomatensoße, also wenn ich sie mache. Und ja. Ich glaube, das mache ich schon seit Jahren. Nein, man scherz. Weil ich halte ja manche Reden auch frei, aber eine Präsentation. Ich glaube, ich könnte ziemlich viel sagen über Geschichte. Das wird aber jeden langweilen. Dann, glaube ich, könnte ich total viel erzählen über das Thema Gesundheit und Ernährung, weil ich das cool finde und spannend. Ja, und über Musik, also das fände ich auch noch ganz cool. Ich habe übrigens früher, habe ich mit dem Computer im Studium Musik produziert. Ich hatte auch mein Musikprogramm, so viele so Drum-Bass-Sachen gemacht. Darüber könnte ich auch noch ein bisschen was erzählen, aber ich glaube, ich bin so ein bisschen jetzt aus der Zeit gefallen, weil ich bin alt und früher, als ich jung war, habe ich diese ganzen Sachen gemacht. Nein, ich hatte keinen DJ-Namen. Ich bin, glaube ich, eher der Wintermensch. Obwohl ich es auch gerne warm habe. Aber Winter ist so gemütlich. Das Beste an meinem Beruf ist, dass ich wahnsinnig interessante und engagierte Menschen aus allen Backgrounds, mit allen Hintergründen treffen kann und kennenlernen kann. Das hätte ich vorher nicht gekonnt. Ob ich selbst Fan von jemandem bin, interessante Frage. Bin ich Fan von jemandem? Ich habe mal gesagt, dass ich großer Fan von der Margaret Thatcher gewesen bin. Ich fand die Frau super. Die war witzig. Die hatte viel Humor und hat extrem viel auf die Kette bekommen. Ich bin zwar jetzt nicht so der Typ, der dann sagt, also ich schicke die Flugzeugträger raus, um zu sagen, dass die Falklands britisch sind. Also so nicht. Aber sie hatte ein unglaublich gutes Durchsetzungsvermögen und hat auch gehandelt nach ihrer Überzeugung gegen alle Widerstände. Und ja, also ich bin grundsätzlich nicht so, dass ich Fan bin von, jetzt hier, das glaube ich, habe ich nicht so. Aber vielleicht, den würde ich nach einem Selfie fragen. Ich habe Ai Weiwei mal nach einem Selfie gefragt. Der hat sich auch danach her distanziert. Das ist dieser chinesische Künstler. Den fände ich super. Gut, und dabei will ich es jetzt auch belassen, bevor ich euch hierzu quatsche. Bis zum nächsten Mal."
14," Liebe Mitbürger, der mörderische Messeangriff eines afghanischen Asylbewerbers auf Kindergartenkinder in Aschaffenburg hat unser Land und seine Menschen erschüttert und wachgerüttelt. Ein Zweijähriger brutal ermordet, ein gleich altes Mädchen aus Schwerste verletzt. Ein Held, der sich vor die angegriffenen Kinder stellte und dafür sein Leben gab. Ein weiterer Mann, der sich dem Mörder mutig entgegenstellte und schwerste Verletzungen davon trug. Es ist ein grauenhaftes Verbrechen, aber es ist kein Einzelfall. Täglich werden in Deutschland Menschen mit Messern angegriffen, zusammengeschlagen oder getötet, sexuell belästigt, gedemütigt oder vergewaltigt, bedroht, ausgeraubt, erniedrigt. Es trifft Junge und Alte, Frauen und Kinder, Menschen mit oder ohne Migrationshintergrund, in Ost und West, bei Tag und Nacht, auf Großstadtstraßen oder in der Provinz. Und immer wieder heißt es, die Täter sind abgelehnte Asylbewerber aus den notorischen Hauptherkunftsländern, vollziehbar ausreisepflichtig und polizeibekannt durch ellenlange Straftatenregister. Menschen also, die niemals hätten in dieses Land kommen oder aber längst wieder hätten nach Hause geschickt werden müssen. Die islamistischen Anschläge von Mannheim und Solingen, das Automassaker eines Arabas auf dem Magdeburger Weihnachtsmarkt, die Bluttat von Aschaffenburg und all die zahllosen Angriffe und Gewalttaten, die es nicht in die Hauptnachrichten schaffen. Es ist genug. Und es ist schon lange, viel zu lange, viel zu viel. Nach zehn Jahren des politisch gewollten Kontrollverlustes in der Migrationspolitik, in Gang gesetzt von der CDU-Kanzlerin Angela Merkel und auf die Spitze getrieben von der grün-roten Ampel, sind die Menschen in diesem Lande mit ihrer Geduld am Ende. Ob einheimischer Bürger oder rechtstreuer ausländischer Staatsbürger, sie wollen sich nicht länger fragen müssen, wen trifft es als Nächsten? Meine Familie, meine Kinder oder mich selbst? Sie wollen keine Phrasen, Beschönigungen und Ausreden mehr hören. Keine einmaligen Alibi-Abschiebeflüge immer kurz vor den Wahlen und keine rituellen Demos gegen Rechts von zynischen, linken, grünen Lobbyisten. Sie wollen, dass Staat und Behörden ihre Pflicht gegenüber den bürgenden Steuerzahlern tun und ihre wichtigste Aufgabe erfüllen, den Schutz der Bürger und die Einhaltung von Recht und Gesetz gewährleisten. In einem Wort, sie wollen die Migrationswende. Die Stunde dafür hat jetzt geschlagen. Das hat augenscheinlich auch der Unionsfraktionsvorsitzende Friedrich Merz in einem Moment der Erkenntnis begriffen, als er seinem wesentlichen, aus den jahrelang vertretenen Forderungen der AfD-Fraktion kopiertes Fünf-Punkte-Programm vorstellte und in Reaktion auf mein Angebot zur Zusammenarbeit erklärte, es sei ihm völlig egal, wie die Mehrheiten für die notwendigen Beschlüsse zustande kämen. Damit ist der einzig realistische Weg zu einer Migrationswende aufgezeigt. Die undemokratische und den Willen der Wähler verachtende Brandmauer muss endgültig fallen und es müssen die Mehrheiten genutzt werden, die dem einhelligen Wunsch der Bürger nach einer sicheren Heimat entsprechen. Wenn die Union vernünftige und ernst gemeinte Gesetzesentwürfe dafür vorlegt, wird die AfD-Fraktion ihre Zustimmung nicht verweigern. So haben wir es immer gehalten. Das Wohl des Landes und seiner Bürger hat unbedingt einen Vorrang vor ideologischem Dogmatismus und egoistischer Parteitaktik. Ich hoffe nicht, dass der im Internet kursierende Entschließungsantrag der Union das letzte Wort von Friedrich Merz auf die schrecklichen Morde von Aschaffenburg ist. Dass die Union nach dem entsetzlichen, mörderischen Messerangriff eines Afghanen auf Kleinkinder die Begründung ihres Antrages dazu missbraucht, sich an der AfD abzuarbeiten, ist verstörend und zeigt, dass sie die Zeichen der Zeit immer noch nicht erkannt hatte. Wir wollen keine weiteren toten Kinder mehr betrauern müssen. Die AfD hat deshalb die Hand ausgestreckt. Nun müssen auch CDU und CSU mit der erforderlichen Ernsthaftigkeit liefern. Ein unverbindlicher Entschließungsantrag, wie er jetzt vorliegt, ist noch keine Migrationswende. Dafür sind konkrete und bindende Gesetze notwendig. Der Union steht es jederzeit frei, unseren zielführenden Initiativen zuzustimmen oder eigene zielführende Initiativen und Gesetze sofort zur Abstimmung zu stellen. Friedrich Merz wird sich entscheiden müssen, hat er den Mut, die Brandmauer einzureißen und an einer echten Migrationswende mitzuwirken? Oder versteckt er sich weiter hinter den Trümmern dieses demokratiefeindlichen Dogmas, dass Linksgrün die Macht auch ohne Mehrheit erhalten soll? Wenn Friedrich Merz sich weiter bei jenen Kräften anbiedert, die an diesem Wochenende, an dem sich auch die Bluttat an zwei Jugendlichen in Brockstedt zum zweiten Mal jährt, vor dem Brandenburger Tor in selbstgerechter Verachtung der Opfer Stimmung gemacht haben für ein Weiter-so mit Massenmigration und Kontrollaufgabe, die sich mit lachenden Demoselfies feiern, während in Aschaffenburg Familien um die Opfer brutaler Migrantengewalt trauern, dann wird es weitere Brandmauertote geben, deren Blut auch an den Händen einer sich der notwendigen Veränderung verweigernden Unionsführung kleben wird. Die AfD wird ihrem Kurs treu bleiben und ihr Versprechen halten. Wir kämpfen weiter um Mehrheiten für eine Politik, die Deutschland wieder sicher macht. Denn eine wirkliche Migrationswende wird es nur mit der AfD geben. Das Ganze wieder achtet knapp die D abnormal eine Energie in der妈zna Hydrat von Leibhü diagramm nach die Checkmat einer an."
15," Willkommen beim AfD-Klüngelkalender. Heute, bei Robert gehen die Lichter aus. Kannst du den Zuhörern mal erklären, was das bessere Lichterbaumbeleuchtungsgesetz sein soll, Robert? Ja, gerne. Mit dem besseren Lichterbaumbeleuchtungsgesetz wollen wir den CO2-Ausstoß während des Winterfestes auf Null reduzieren. Deshalb dürfen die Lichter am Lichterbaum nur zwischen 5.55 Uhr und 6 Uhr am Morgen brennen. Das sind ja nur 5 Minuten täglich. Wie soll denn da eine Bescherung stattfinden? Was soll die Frage? Wir haben die letzten zwei Jahre damit verbracht, die Menschen so arm zu machen, dass sie sich Bescherungen gar nicht mehr leisten können. Und was sollen diese armen Menschen nach zwei Jahren Ampel machen? Die sollten die AfD wählen. Du kannst nicht genug bekommen vom AfD-Klüngelkalender. Jetzt Kanal abonnieren und keine Folge mehr verpassen."
16," Glauben Sie im Ernst, Herr Merz, Sie könnten den Bürgern vormachen, dass mit ihnen irgendetwas besser würde, wenn sie sich gleichzeitig immer noch bei den Grünen und der SPD anbiedern und sich darauf festlegen, mit diesen Parteien auch zu koalieren. Denn genau darauf läuft ihr im Grundgesetz gerade nicht vorgesehene Dogma der undemokratischen Brandmauer hinaus. Die sogenannte Brandmauer ist nichts anderes als eine antidemokratische Kartellabsprache, um den Wählerwillen auszuhebeln und Millionen von Wählern auszuschließen."
17," Wer übernimmt die Verantwortung, dass unseren Kindern die Bildung vorenthalten wird und sie stattdessen mit Ideologie und Gender und Drag Queens zugemüllt werden und zu Idioten gemacht werden? Deshalb am 23. Februar AfD."
18," Eigentlich ist unser Wohnraum nicht knapp. Man hat ihm nur seit 2015 Millionen Wohnungssuchender hinzugefügt. Wohnraum wird immer teurer, weil die Regierung dem Immobilienmarkt immer mehr Migranten hinzufügt. Das verschärft die Wohnungsknappheit massiv. Wir werden für sinkende Mieten sorgen, indem wir den Wohnungsmarkt entlassen und den Bau von viel mehr Wohnungen ermöglichen. Das erreichen wir durch die drastische Reduzierung der zahlreichen weltweit einmaligen Baustandards, die das Bauen in Deutschland bisher unbezahlbar gemacht haben. Gleichzeitig reduzieren wir die Nachfrage. Weniger unkontrollierte Migration ins Land bedeutet weniger Druck auf dem Wohnungsmarkt. Angebot und Nachfrage. Am 23. Februar mit beiden Stimmen die Alternative für Deutschland für bezahlbare Mieten und echten Wohnraum. Ansonsten Zvereigns Ansonsten Zvereigns Ansonsten Zareigns Ansonsten Zvereigns Ansonsten Zvereigns Ansonsten Zemeh Ansonsten Zareigns"
19," Wir haben eine Mehrheit für schwarz-blau und das ist der Wählerwille und das ist ja auch nicht erst seit heute so. Das ist in ostdeutschen Bundesländern so, das war in Hessen so bereits, das ist in Bayern so. Der Wähler möchte bürgerliche Mehrheiten in diesem Land haben. Er will diese chaotischen Verhältnisse nicht mehr. Moment Herr Kistler, er möchte, dass seine Kinder ganz einfach eine gute Ausbildung haben, sicher auf die Straße gehen können, sicher die öffentlichen Verkehrsmittel benutzen können und und und. Er möchte für die nächste Generation, dass Familien gegründet werden können, dass man sich ein Haus kaufen kann, dass Sicherheit einkommt und nicht diese chaotischen Verhältnisse. Ich meine, unser Land wurde durch die grüne Kanzlerin Angela Merkel, durch die CDU ja komplett aus den Angeln rausgehoben. Und das ist ja auch der Grund, warum es diese bürgerlichen Mehrheiten jetzt gibt. Wir wollen es verändern, Friedrich Merz offensichtlich nicht, weil ansonsten würde er sagen, ja also mit der Alice Weidel oder mit dem Tino Chrupalla, da würde ich mich gerne mal unterhalten, lass uns doch mal vorsondieren. Nichts. Und ich muss Ihnen auch eins sagen, und das spricht auch, also absolut für den Charakter von Friedrich Merz, der Mann, der grüßt mich nicht mal, wenn er mich sieht. Und da denke ich mir auch, mein Gott, also was haben die eigentlich für eine Kinderschule, für eine Erziehung genossen. Das macht man eigentlich nicht. Aber das macht man nicht. Das macht man eigentlich nicht. Ich glaube, jetzt ist meine Erziehungathema, für ein Name wahrer und diesen Bruder. Jetzt müssen wir auch nach vorneывайтесь und wenn es geht, wenn wir da, weil es nichtrik外, bis wir uns soampadern, gibt es im Am partial. Und dann, wir brauchen die Thrüllung en, damit wir uns beschenken. Und dann, wenn wir nicht tipoeln, wenn wir nicht hinweg sind, dann gehen wir unten hin und dann die GüН terus anbü 나는! Und dann hier infusedente, wenn wir unsys para, wenn wir an das Leben sagen. Und das heißt, wenn wir uns auch nicht euch者 pr Cat bet 真的 warten, dann jesteśmy nur so gut, wenn municipality seinporrage sib, dann ist das klingt und das Essen?"
20," Liebe Freunde, wieder liegt ein Wahljahr vor uns, in dem entscheidende Weichen für unsere Zukunft und die Zukunft unseres Landes gestellt werden. In sieben Wochen wird der Deutsche Bundestag neu gewählt. Es geht nicht einfach nur darum, einer abgewirtschafteten und gescheiterten Regierung die verdiente Quittung zu geben. Es geht um mehr. Am 23. Februar entscheidet sich, ob dieses Land noch eine Chance hat, sich aus dem Abwärtsstrudel von Inflation, Deindustrialisierung, Massemigration, Steuerausplünderung, Arbeitsplatzvernichtung und drohender Kriegsgefahr noch einmal zu befreien, in denen uns die verantwortungslose Politik aller etablierten Parteien gestürzt hat. Die Bürger dieses Landes setzen ihre Hoffnung auf uns. Die anderen Parteien, die diese schwerste Krise in der Geschichte der Bundesrepublik Deutschland verursacht haben, sind zur Korrektur ihrer Fehlentscheidung nicht wirklich bereit. Sie wollen weiter Schulden machen und Steuern erhöhen, Abermilliarden für Klimaideologie und ökosozialistische Planwirtschaft verbrennen, Hunderttausende Migranten Jahr für Jahr unkontrolliert ins Land lassen und keinen mehr zurückschicken, die Bürger gängeln und bevormunden und ihnen den Mund verbieten, Waffen in Kriegsgebiete liefern und mit der Gefahr eines dritten Weltkriegs zündeln. Es wird ein harter Wahlkampf sein und es wird auch hässlich werden. Unsere Gegner wissen, dass wir nicht nur leere Versprechungen abgeben, sondern auch ernst machen werden, wenn wir an die Regierung kommen. Sie werden ihre Brandmauer, ihre Blockade, mit der sie ihre schwindende Macht gegen eine bessere Alternative absichern, auch mit unfairen Mitteln verteidigen. Sie werden sich nicht an die Spielregeln halten, neue Diffamierungskampagnen erfinden, den politisch instrumentalisierten Inlandsgeheimdienst noch skrupelloser gegen uns in Stellung bringen und alle möglichen schmutzigen Methoden gegen uns auffahren. Aber es wird ihnen trotz alledem nicht gelingen, uns zurückzudrängen. Wir werden erfolgreich sein, weil wir die besseren Argumente haben. Und wir werden uns durchsetzen, wenn wir zusammenstehen, für unsere Sache kämpfen und uns von nichts und niemand ins Boxhorn jagen lassen. Wir stehen für eine Politik des Realismus und der Vernunft, der Freiheit und Rechtsstaatlichkeit, der Sicherheit für alle Bürger. Wir treten ein für die Bewahrung der Grundlagen unseres Wohlstandes und die Verteidigung unserer nationalen Identität. Als Ihre Kanzlerkandidatin verspreche ich Ihnen, mich mit ganzer Kraft dafür einzusetzen, dass Sie uns, gestärkt durch die im Kreise unserer Familien und Freunde verbrachten Festtage, gemeinsam mit Mut und Zuversicht die Herausforderungen anpacken, die vor uns liegen. Gemeinsam werden wir es schaffen, dieses Land wieder vom Kopf auf die Füße zu stellen. Ich wünsche Ihnen, uns allen und unserem Land, ein gutes und glückliches neues Jahr 2025. Ich wünsche Ihnen, uns allen und unserem Land, ein gutes und glückliches Jahr 2020."
21," Ich schwöre, dass ich meine Kraft dem Wohle des deutschen Volkes widmen, seine Nutzen mehren, Schaden von ihm wenden, das Grundgesetz und die Gesetze des Bundes, wahren und verteidigen, meine Pflichten gewissenhaft erfüllen und Gerechtigkeit gegen jedermann üben werde. So wahr mir Gott helfe. So wahr mir Gott."
22," Was ist das für ein erbärmliches Demokratieverständnis? Als gäbe es die toten Kinder nicht, werden parteipolitische Spielchen über das Leben unschuldiger Bürger gestellt. Mit dieser Union ist tatsächlich kein Staat zu machen. Ihren Fünf-Punkte-Plan, den Sie heute vorlegen, haben Sie von uns kopiert. Ein unverbindlicher Entschließungsantrag, das wissen Sie auch, ist noch lange keine Migrationswende. Abschreiben statt Abschieben, das hat bei Ihnen Methode. Denn dort, wo Sie in den Ländern in der Regierung sitzen, ob in Bayern, Nordrhein-Westfalen, Sachsen-Anhalt, Baden-Württemberg, Schleswig-Holstein, ist die Abschiebebilanz genauso miserabel oder sogar noch schlechter als in den SPD-regierten Bundesländern."
23," Mit jedem Tag, Tag Tiererei der CDU und CSU, sterben in der Ukraine sinnlos Menschen, kommen Tausende von Messerstechern und Sozialsystemzerstörern über die deutschen Grenzen. Und ich kann Ihnen sagen, der nächste Messermord geht auf das Ticket der Union. Was wir wollen, ist klar. Wir wollen parlamentarische Verantwortung tragen. Wir wollen hier vernünftige Anträge einbringen und abstimmen. Und wir wollen diesen Bundestag arbeitsfähig sehen. Das haben wir auch immer und immer wieder hier in den Runden ausformuliert. Und die Union fällt uns hier in den Arm und hindert uns daran, hindert die Menschen in diesem Land endlich Lösungen zu sehen. Das ist pure Heuchelei, unverantwortlich, unseriös."
24," Willkommen beim großen AfD-Klüngelkalender. Heute Friedrich hat schwer zu tragen. Friedrich, was ist denn mit dir los? Warum bist du so außer Atem? Hallo Weihnachtsmann. Ich trete heute bei der CDU-Weihnachtsfeier als Nikolaus auf und hab den Sack ganz schön voll, ja. Oh, aber ein paar Geschenke können doch nicht so schwer sein. Was ist denn da drin? Da sind eigentlich nur Steine drin. Aber warum verschenkst du denn Steine, Friedrich? Na, für die Risse in der Brandmauer. Jedes CDU-Mitglied bekommt einen Stein, um die Brandmauer zu reparieren. Und was sollen die Bürger machen, die nicht länger auf die undemokratische Brandmauer von Friedrich schauen wollen? Die sollten die AfD wählen. Du kannst nicht genug bekommen vom AfD-Klüngelkalender. Jetzt Kanal abonnieren und keine Folge mehr verpassen."
25," Ich würde mir von dem Bundeskanzler Scholz erwarten, nicht dass er morgen eine Regierungserklärung abgibt, sondern dass er seinen Rücktritt erklärt. Der Weg ist frei zu machen für Neuwahlen. Diese Regierung hat abgewirtschaftet und regiert gegen die Mehrheit der Bevölkerung. Zwei Drittel der Menschen wollen die Ampelregierung nicht mehr haben."
